"scraping_time";"add_information";"company_details";"company_name";"contact_details";"contract_type";"days_online";"job_category";"job_city";"job_description";"job_title";"object_id";"object_link";"requirements";"salary";"views"
"2021-08-05 17:29:56.231293";".
";"Alosys Communications srl Alosys Communications Srl është një provider ndërkombëtar i shërbimeve të menaxhuara i specializuar në sektorin e Teknologjisë së Informacionit që nga viti 1995. ";"ALOSYS COMMUNICATIONS S.R.L.";"e:tirana@alosys.it|w:www.alosys.it|t:069 6656666";"Full Time";"26 Ditë";"IT";"Tiranë";"ALOSYS COMMUNICATIONS TIRANA CERCA SISTEMISTI DI RETE, AMBITO NETWORKING.

Cerchiamo persone qualificate junior o senior per lavoro full-time che abbiano le seguenti caratteristiche:
- Conoscenze/Esperienze su apparati di Networking;
- Capacità gestionali per reti locali Lan e/o reti geografiche Wan;
- Sistemi di network management; installazione, configurazione e gestione di apparati Layer 2 e Layer 3 (Switch, Router, ASA, WLC,ISE);
- Autenticazioni, DNS, DHCP, NAT, ROUTING;
- Conoscenza di soluzioni di Network Security;
- Ottima conoscenza della lingua ""ITALIANA"";
- Aver completato gli studi in Ingegneria, Informatica e Telecomunicazioni
- Avere voglia di crescere professionalmente;
- Avere grande motivazione personale e ottime capacità comunicative;

Completano il profilo la serietà e la puntualità nel lavoro.
Età 24-32 anni.

Offriamo: salario commisurato all'effettiva esperienza;
Contratto regolare di lavoro ai sensi della legislazione Albanese;
Ambiente giovane, positivo e dinamico.Sede: Tirana

Si prega di inviare il CV, solo in lingua italiana (non verranno presi in considerazione Cv scritti in altra lingua), o chiedere ulteriori informazioni all'indirizzo di posta : tirana@alosys.it
";"SISTEMISTI DI RETE, AMBITO NETWORKING";"5199";"http://karriera.al/al/job-inside/5199/sistemisti-di-rete-ambito-networking";".
";"";"565"
"2021-08-05 17:29:58.123089";".
";"";"InfraKonsult SHPK";"e:infrakonsulthr@yahoo.com|w:|t:";"Full Time";"26 Ditë";"Inxhinieri";"Tiranë";"Shoqëria “InfraKonsult” sh.p.k, me aktivitet të saj konsulencën inxhinierike, kryesisht
projektim të infrastrukturës rrugore, godinat civile, sistemet e furnizimit me ujë, si dhe
sistemet e kanalizimeve të ujrave të shiut dhe të zeza, në kuadër të zgjerimit të
aktivitetit të saj inxhinierik kërkon të punësojë Inxhinier Ndërtimi
 
Eksperienca e kërkuar: 0-3 vite
 
Të interesuarit të dërgojnë CV në adresën : infrakonsulthr@yahoo.com
";"Inxhinier ndertimi projektues";"5112";"http://karriera.al/al/job-inside/5112/inxhinier-ndertimi-projektues";"Te marre pjese ne hartimin e projekteve te infrastruktures rrugore, veprave te vogla te artit dhe veprave te medha te artit.
";"";"883"
"2021-08-05 17:30:00.022999";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"26 Ditë";"Telemarketing";"Tiranë";"Kompania Marketing Group, nje kompani e sukseshme ne fushen e telemarketingut eshte duke rekrutuar punonjes ne pozicionin Apertura.
Behuni pjese e intervistave qe zhvillohen prane zyrave tona per te qene dhe ju pjese e nje stafi pune profesional, dinamik e ambicioz.

Ofrojme per ju :

Trajnime te pagura
Pagesa konkurrente ne treg
Bonuse te larta
Leads Web
Mjedis komod dhe rinor
Rritje profesionale dhe stimuj motivues mbi performancen individuale
Orare pune 9:00-18:00
Fundjava e lire
Aktivitete argetuese brenda dhe jashte ambjentit te punes

Aplikoni duke na kontaktuar ose derguar cv-ne tuaj ne adresat e meposhtme :

Kontakt: 0686078001
E-mail: marketinggroup.al@hotmail.com
Adresa : Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia .

Ju mirepresim!
";"Marketing Group  ka shpalle vakant pozicionin e punes Agjent Apertura";"5651";"http://karriera.al/al/job-inside/5651/marketing-group-ka-shpalle-vakant-pozicionin-e-punes-agjent-apertura";"Aplikantet kerkohet te plotesojne keto kritere:

Te njohin mire kompjuterin.
Te zoterojne gjuhen italiane ne nivel te larte dhe te duan punen ne grup.
Te kene disponibilitet te plote, korrektesi ne pune si edhe te jene te gatshem te bashkepunojne per objektivat ne grup dhe ato personale.
 
";"";"112"
"2021-08-05 17:30:02.179613";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"26 Ditë";"Telemarketing";"Tiranë";"Jeni ne kerkim te nje pune stabel, ne nje ambient profesional e korrekt?
Zoteroni mire gjuhen Italiane?
Keni ambicje per rritje profesionale dhe pozicione pune me paga konkurrues ne treg?

Jeni ne vendin e duhur, ne kompanine qe ofron mundesite e duhura per ju!

Kompania Marketing Group nje kompani stabel ne tregun e punes, e sukseshme ne fushen e telemarketingut , ofron mundesi punesimi ne pozicionin e punes Agjent Retention.


Ofrojme per ju :

Trajnime te paguara
Pagesa me rroge baze dhe bonuse te larta
Leads web
Mjedis pune komod, rinor dhe dinamik
Orare pune 9:00-18:00
Fundjava e lire
Aktivitete argetuese brenda dhe jashte mjedisit te punes


Mund te na kontaktoni ose te dergoni cv-ne tuaj ne adresat me poshte:

Kontakt: 0686078001
E_mail: marketinggroup.al@hotmail.com
Adresa: Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia.

Mirepresim aplikimet tuaja !
";"Marketing Group  shpall vakant pozicionin Agjent Retention";"5650";"http://karriera.al/al/job-inside/5650/marketing-group-shpall-vakant-pozicionin-agjent-retention";" 
Aplikantet kerkohet te plotesojne keto kritere:

Te njohin mire kompjuterin.
Te zoterojne gjuhen italiane ne nivel te larte dhe te duan punen ne grup, te jene ambicioz per arritjen e objektivave individuale.
Te kene disponibilitet te plote , korrektesi me oraret apo detyrat dhe pergjegjesite qe u ngarkohet gjate punes.
";"";"108"
"2021-08-05 17:30:04.374679";"";"Shoqëria tregtare
""Redon Consulting"" SHPK
Aktivitete të drejtimit të ndërmarrjeve; aktivitete të këshillimit për biznes dhe këshilla të tjera për menaxhimin, këshillim dhe ndihmë për taksat, biznesin dhe korporatat, këshillim dhe ndihmë në menaxhimin e personelit.";"Redon Consulting SHPK";"e:ceo@redonconsulting.al|w:https://redonconsulting.al/|t:+355676191992";"Full Time";"21 Ditë";"Operator";"Durrës";"Redon Consulting società con sede in Albania sta reclutando per conto di un cliente in Italia operatore back office (senza cuffie)

Le mansioni previste includono le seguenti attività:

Imputare in modo corretto e veloce dati da un file PDF nel gestionale del cliente

Offriamo:

Contratto di lavoro a tempo pieno
Possibilità di iniziare lavorare immediatamente


Si prega di inviare il proprio CV in lingua italiana inserendo la posizione per cui si è interessati all'oggetto della mail nell'indirizzo e-mail ceo@redonconsulting.al

Solo le persone che hanno i requisiti saranno contattate per l'intervista!

La informiamo che i Suoi dati personali saranno trattati nel rispetto della normativa prevista dalla Legge Nr.9887 data 10.03.2008 ""Per la protezione dei dati personali"" e il trattamento sarà improntato ai principi di correttezza, liceità, trasparenza e di tutela della Sua riservatezza e dei Suoi diritti.
";"Durres, ofroj vend pune Operatore back office (senza cuffie)";"5649";"http://karriera.al/al/job-inside/5649/durres-ofroj-vend-pune-operatore-back-office-senza-cuffie";"Requisiti:

Ottima conoscenza della lingua italiana scritta e parlata
Ottima conoscenza del pacchetto Microsoft Office
Ottime doti organizzative
Velocità e concentrazione nel lavoro

";"";"89"
"2021-08-05 17:30:07.394556";"";"""ÇELËSI Media Group"" operon në tregun Shqiptar që prej vitit 1998 duke qenë udhëheqësi në sigurimin e informacionit praktik në Shqipëri, duke mbuluar 5 fushat kryesore të komunikimit: konsumatori drejt konsumatorit (C2C), biznesi drejt konsumatorit (B2C), biznesi drejt biznesit (B2B), aktivitetet artistike & kulturore dhe turizmin.
ÇELËSI vjen me një shërbim të ri që do të jetë mjeti për konsultë, mbështetje dhe lehtësim të punëdhënësve dhe punëkërkuesve në gjetjen dhe ruajtjen e njëri-tjetrit.

Ky shërbim i ri i quajtur “Profesionisti” nga ÇELËSI do të plotësojë strategjikisht shërbimet e rekrutimit si për punëdhënësit ashtu edhe për vetë punëkërkuesit dhe përfaqësojë revolucionarizimin e tregut të punës.";"Profesionisti";"e:rekrutim@profesionisti.al|w:www.profesionisti.al|t:+355682081362";"Full Time";"11 Ditë";"Marketing/ PR";"Tiranë";"Profesionisti Recruitment Agency, on behalf of our client, leader in transport and logistic, is looking for a potential candidate for the position of Social Media Specialist
Job Position Summary: You will be responsible for creating and administering content on all social media platforms, such as Facebook, Instagram, Website, to build an audience and ensure customer engagement. The Specialist should also respond to reader comments, to provide the required information and oversee creative design.
Duties and Responsibility:

Attract and interact with targeted virtual communities and networks users.
Responsible for joining relevant conversations on behalf of the brand and “soft selling” the product by providing support to current and prospective customers.
Build and execute social media strategy through competitive research, platform determination, benchmarking, messaging and audience identification
Generate, edit, publish and share daily content (original text, images, video or HTML) that builds meaningful connections and encourages community members to take action
Set up and optimize company pages within each platform to increase the visibility of company’s social content
Create editorial calendars and syndication schedules
Collaborate with other departments (customer relations, sales etc.) to manage reputation, identify key players and coordinate actions

 
";"Social Mdia Specialist";"5647";"http://karriera.al/al/job-inside/5647/social-mdia-specialist";"Qualifications and Skills

Proven working experience in social media marketing or as a Digital Media Specialist
Excellent consulting, writing, editing (photo/video/text), presentation and communication skills
Excellent customer support skills
Demonstrable social networking experience
Adequate knowledge of web and graphic design
Knowledge of online marketing and good understanding of major marketing channels
Positive attitude, detail and customer oriented with good multitasking and organizational ability
Fluency in English
BS in Communications, Marketing, Business, New Media or Public Relations

If you possess the qualities listed above, please send your CV specifying the position to email address: rekrutim@profesionisti.al or you can contact us at the contact number: +355 68 208 1357
""All applications will be treated with the confidentiality of the dictionary according to law No. 9887 using by the Albanian Parliament for"" Personal Data Protection ""
";"";"133"
"2021-08-05 17:30:09.265014";"";"""ÇELËSI Media Group"" operon në tregun Shqiptar që prej vitit 1998 duke qenë udhëheqësi në sigurimin e informacionit praktik në Shqipëri, duke mbuluar 5 fushat kryesore të komunikimit: konsumatori drejt konsumatorit (C2C), biznesi drejt konsumatorit (B2C), biznesi drejt biznesit (B2B), aktivitetet artistike & kulturore dhe turizmin.
ÇELËSI vjen me një shërbim të ri që do të jetë mjeti për konsultë, mbështetje dhe lehtësim të punëdhënësve dhe punëkërkuesve në gjetjen dhe ruajtjen e njëri-tjetrit.

Ky shërbim i ri i quajtur “Profesionisti” nga ÇELËSI do të plotësojë strategjikisht shërbimet e rekrutimit si për punëdhënësit ashtu edhe për vetë punëkërkuesit dhe përfaqësojë revolucionarizimin e tregut të punës.";"Profesionisti";"e:rekrutim@profesionisti.al|w:www.profesionisti.al|t:+355682081362";"Full Time";"10 Ditë";"Marketing/Shitje";"Tiranë";"Profesionisti Recruitment Agency, për llogari të një Klienti lider në sektorin e import/eksport të veglave të punës, është në kërkim të një Specialist Shitje i Veglave të Punës (M).
Qellimi i Pozicionit: Siguron asistencë dhe shërbim të shkëlqyer ndaj Klientëve.
Detyrat dhe Përgjegjësitë:

Mirëpret me etikë të lartë profesionale çdo Klient që interesohet për produktet e departamentit.
Kupton nevojën e klientit përkatës, duke dëgjuar me vëmendje maksimale kërkesën e Klientit.
Ndihmon klientin në gjetjen e produkteve për të cilat Klienti është i interesuar.
Ofron këshilla, të cilat i vijnë në ndihmë Klientit, dhe u përgjigjet me dedikim pyetjeve të Klientit.
Finalizon procesin e shitjeve të produkteve në përputhje me nevojën e Klientit.
Në bashkëpunim me Supervizorin përkatës kontrollon ekzpozimin për të mbushur stokun dhe angazhohet ne sistemin e stokut ne nivelin e kërkuar.
Sistemon produktet në ambjentet e ekspozimit të tyre;
Raporton çdo ditë tek supervizori përkatës kërkesat e klientëve.

 
";"Specialist Shitje i Veglave të Punës (M).";"5646";"http://karriera.al/al/job-inside/5646/specialist-shitje-i-veglave-te-punes-m";"Kualifikimet dhe Aftësitë e Kërkuara:

Edukimi:  Të ket perfunduar arsimin e lartë në degën “Inxhinieri Elektrike ose Mekanike” ose degë të ngjashme.
Eksperiencë pune: Preferohen eksperienca të ngjashme të mëparëshme të punës.

Aftësitë:

Të jetë i gatshëm dhe i aftë të punojë në grup.
Të pëlqeje punën me njerëzit.
Njohuri paraprake të produkteve.
Trajnimet ne fushën relevante do të kenë përparësi;
Të jetë person që e kupton dhe e respekton hierarkinë;

 
Në rast se posedoni cilësitë e listuara më sipër, ju lutem të dërgoni CV tuaj duke specifikuar pozicionin në fjalë në adresën tone elektronike: rekrutim@profesionisti.al ose mund të kontaktoni në numrin e kontaktit: +355 68 208 1357.
""Të gjitha aplikimet do të trajtohen me konfidencialitet të plotë sipas ligjit Nr. 9887 vendosur nga Kuvendi i Shqipërisë për ""Mbrojtjen e të Dhënave Personale”
";"";"109"
"2021-08-05 17:30:11.130723";"";"iSource eshte nje kompani e cila ofron sherbime rekrutimi, burime njerezore, konsulence financiare, suport teknik dhe IT";"isource";"e:hr@i-source.al|w:www.i-source.al|t:0697045045";"Full Time";"148 Ditë";"Telemarketing";"Tiranë";"iSource shpk. un azienda da tempo sul mercato, specializzata nell`erogazione di servizi ai propri clienti che operano in diversi settori (Ricerca& Selezione, Formazione, Servizi giuridici e finanziari,Outsourcing). 

Vuoi costruire una nuova esperienza con uno dei nostri internazionali collaboratori che operano nella nostra citta ed avere un ottima possibilita di crescita professionale?
Hai un ottimo italiano?
iSource e alla ricerca di giovani motivati, piena di energia, proattività ed entusiasmo che sono interessati a provare e migliorare le loro capacita al interno dell azienda dell nostro partner.

Diamo la possibilita di realizare I tuoi sogni, raggiungere I tuoi obiettivi ed avere successo.

Con noi guadagnerai molto di piu dei soldi, perche:
-avrai piu stima in te stesso;
-migliorerai le capacita di convincere gli altri;
-nuova esperienza lavorativa;
-crescita professionale e personale
-ottima retribuzione;

Unisciti al nostro Team!
 
";" Promotori dei Pacchetti EDUCATIVI";"4260";"http://karriera.al/al/job-inside/4260/promotori-dei-pacchetti-educativi";"
Principali Responsabilita:
-Presentazione,promozione e vendita dei servizi/prodotti uttilizando valide argomentazioni;
-Creare, sviluppare e stabilire positivo approccio con I consumatori/business;
-Raggiungere gli obiettivi assegnati;

Requisiti fondamentali:
-Ottima padronanza della lingua italiana scritta e parlata;
-Ottime capacita di vendita, comunicazione e gestione delle obiezioni;
-Esperienza precedente nelle vendite o servizio clienti sarebbe unvantaggio;

Si offre:
-Retribuzione competitiva sul mercato + Bonus;
-Formazione alla vendita con istruzioni di livello mondiale che assicurano lo sviluppo personale delle competenze edelle tecniche relative alle vendite;
-Un ambiente di lavoro dinamico e giovane con condizioni di lavoro straordinarie;
-Bonus motivazionali + promozioni

Se ritieni che questo sia il posto giusto per te, invia il tuo CV in Italiano con il soggetto “ Promotori dei Pacchetti EDUCATIVI” a hr@i-source.al o chiami al nostro numero +355 69 70 45 045.
";"";"6008"
"2021-08-05 17:30:14.343561";"";"";"Zbulo Shpk";"e:d.velcani@gmail.com|w:|t:";"Full Time";"140 Ditë";"Programues";"Tiranë";"Dua te punesoj nje programues me njohuri ne php, mysql, javascript, html dhe css. 
";"PHP Developer";"5645";"http://karriera.al/al/job-inside/5645/php-developer";"Duhet te kete vite eksperience
";"60000";"186"
"2021-08-05 17:30:16.214162";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"26 Ditë";"Telemarketing";"Tiranë";"Kompania Marketing Group, nje kompani e sukseshme ne fushen e telemarketingut eshte duke rekrutuar punonjes ne pozicionin Apertura.
Behuni pjese e intervistave qe zhvillohen prane zyrave tona per te qene dhe ju pjese e nje stafi pune profesional, dinamik e ambicioz.

Ofrojme per ju :

Trajnime te pagura
Pagesa konkurrente ne treg
Bonuse te larta
Leads Web
Mjedis komod dhe rinor
Rritje profesionale dhe stimuj motivues mbi performancen individuale
Orare pune 9:00-18:00
Fundjava e lire
Aktivitete argetuese brenda dhe jashte ambjentit te punes

Aplikoni duke na kontaktuar ose derguar cv-ne tuaj ne adresat e meposhtme :

Kontakt: 0686078001
E-mail: marketinggroup.al@hotmail.com
Adresa : Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia .

Ju mirepresim!
";"Marketing Group  ofron mundesi punesimi Agjent Apertura";"5644";"http://karriera.al/al/job-inside/5644/marketing-group-ofron-mundesi-punesimi-agjent-apertura";" 
Aplikantet kerkohet te plotesojne keto kritere:

Te njohin mire kompjuterin.
Te zoterojne gjuhen italiane ne nivel te larte dhe te duan punen ne grup.
Te kene disponibilitet te plote, korrektesi ne pune si edhe te jene te gatshem te bashkepunojne per objektivat ne grup dhe ato personale.
";"";"110"
"2021-08-05 17:30:18.172419";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"26 Ditë";"Telemarketing";"Tiranë";"Jeni ne kerkim te nje pune stabel, ne nje ambient profesional e korrekt?
Zoteroni mire gjuhen Italiane?
Keni ambicje per rritje profesionale dhe pozicione pune me paga konkurrues ne treg?

Jeni ne vendin e duhur, ne kompanine qe ofron mundesite e duhura per ju!

Kompania Marketing Group nje kompani stabel ne tregun e punes, e sukseshme ne fushen e telemarketingut , ofron mundesi punesimi ne pozicionin e punes Agjent Retention.


Ofrojme per ju :

Trajnime te paguara
Pagesa me rroge baze dhe bonuse te larta
Leads web
Mjedis pune komod, rinor dhe dinamik
Orare pune 9:00-18:00
Fundjava e lire
Aktivitete argetuese brenda dhe jashte mjedisit te punes


Mund te na kontaktoni ose te dergoni cv-ne tuaj ne adresat me poshte:

Kontakt: 0686078001
E_mail: marketinggroup.al@hotmail.com
Adresa: Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia.

Mirepresim aplikimet tuaja !
";"Marketing Group  ofron mundesi punesimi Agjent Retention";"5643";"http://karriera.al/al/job-inside/5643/marketing-group-ofron-mundesi-punesimi-agjent-retention";" 
Aplikantet kerkohet te plotesojne keto kritere:

Te njohin mire kompjuterin.
Te zoterojne gjuhen italiane ne nivel te larte dhe te duan punen ne grup, te jene ambicioz per arritjen e objektivave individuale.
Te kene disponibilitet te plote , korrektesi me oraret apo detyrat dhe pergjegjesite qe u ngarkohet gjate punes.
";"";"98"
"2021-08-05 17:30:21.016596";"“With a view to enhancing diversity and fighting for equal opportunities, this announcement is addressed to all candidates without any kind of discrimination.
The Company Assist Sh.p.k. as Data Controller of personal data. The data that the Company intends to process are A) Personal data, and B) information on school career, professional situation, specific knowledge in certain sectors. The legal basis for points A) and B) is the execution of pre-contractual measures pursuant to art. 6, paragraph 1, letter b) of GDPR and art. 6, paragraph 1, letter b) of Law no. 9887, dated 10.03.2008 “For the protection of personal data”. The data collected will be processed for the execution of the personnel search, selection and evaluation processes carried out on our own to manage your application in reference to a specific advertisement as well as to manage your spontaneous application. In the event that you have provided your data by replying to an advertisement, the data provided may also be processed for future selections following your explicit consent sent together with the curriculum or conferred subsequently. Your data will be kept for the time strictly necessary to pursue the purposes described above and in any case for a period not exceeding 12 months unless you withdraw your consent to the processing of your data at any time. In any case, your data may be processed for legal obligations and also exercise of rights by the Company in court. You, as an interested party in the processing of personal data, may exercise at any time the rights expressly recognized by Law no. 9887, dated 10.03.2008 “For the protection of personal data” and the European Regulation, in particular: The right of access to personal data (Article 12 of Law no. 9887 of 10.03.2008 ""For the protection of personal data"" and art. 15 of the GDPR) the right of rectification (art. 13 of Law no. 9887, dated 10.03.2008 “For the protection of personal data” and art. 16 of the GDPR), the right to cancellation (art. 13 of Law no. 9887, dated 10.03.2008 “For the protection of personal data” and art. 17 of the GDPR), the right to limit the processing of personal data (art. 13 of Law no. 9887, dated 10.03.2008 “For the protection of personal data” and art. 18 of the GDPR), the right to object (art. 15 of Law n. 9887, dated 10.03.2008 “For the protection of personal data” and art. 21 of the GDPR), the right to lodge a complaint with a supervisory authority (art. 16 of Law no. 9887, dated 10.03.2008 “For the protection of personal data” and art. 77 of the GDPR), the right to withdraw consent (art. 18 of Law no. 9887, dated 10.03.2008 “For the protection of personal data” and art. 7 of the GDPR). If you would want to exercise the rights listed above, the Controller's ordinary mail address is indicated as follows: Assist Sh.p.k., Tirana, Njësia nr. 5, Rruga “Emin Duraku”, Pallati Binjakët nr. 5 or to the email address Dpo.Assist@assistdigital.com. Assist Sh.p.k. considering the protection of the personal data of data subjects to be of primary importance, it has appointed a data protection officer (DPO) who can be contacted by writing to the email address Dpo.Assist@assistdigital.com for any issue concerning the protection of personal data.”
";"Assist Digital è una Customer Experience Management Company. Siamo specializzati in servizi end-to-end che combinano le potenzialità dell’intelligenza umana e di quella artificiale per migliorare le performance dei nostri clienti.";"AssistDigital Tirana";"e:selezionetirana@assistdigital.com|w:www.assistdigital.com|t:00355697099942/3";"Full Time";"56 Ditë";"IT";"Tiranë";"Assist Digital is a Customer Experience Management Company. We provide end-to-end services blending human and artificial intelligence to improve our customer’s business performances.
For our office in Tirana, we are looking for a Typescript Developer
What will you do?
You will be part of a team of technology-savvy specialists, and you will participate in the design and development of solutions based on TypeScript language.
You will take care of technical analysis, definition of software architecture and implementation of the solutions.
You will be personally involved in choosing the software and technologies to be used, trying to optimize performance and development time.
";"Typescript Developer";"5642";"http://karriera.al/al/job-inside/5642/typescript-developer";"Who are you?
You have a degree in technical / scientific disciplines and/or have gained 3/5 years of experience in the role of ICT services companies where you have participated in significant development projects, in relation to one or more digital channels (web, mobile ...) and in various industries: Telco, Banking, Travel, Utility.
You are also mentally open, curious, with enthusiasm and energy, excellent communication skills both in writing and in spoken presentation. Available to travel.
Your skills:

Excellent knowledge of NodeJS environment and TypeScript ecosystem
Excellent knowledge of rest paradigm and openapi specification (swagger)
Good knowledge of NestJS framework
Good knowledge testing library (Jest)
Experience on Apollo gateway (graphql)
Experience on Serverless Framework
Experience on git
Experience on agile methodologies for software development.
Experience on docker technology.
Experience on non-relational databases (Mongodb)
Knowledge of oauth protocol
Knowledge of search and analytics engines is welcome (Elasticsearch)
Knowledge of microservices architecture is welcome
Knowledge of ansible/terraform is welcome
Attitude to teamwork, knowledge sharing and collaboration
Written and spoken English

What we offer?

A growth path aimed at improving your professionalism
Flexible working hours
Possibility to work from home (on request)
Stimulating and international work environment with heterogeneous teams and the possibility of expanding your knowledge

Apply through the following link https://go0.it/0NgqV
Assist Digital in 2017 obtained certification as Great Place to Work in Italy.
#ThinkDigitalThinkAssist
JOIN US!
";"Negotiable";"146"
"2021-08-05 17:30:23.283390";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"26 Ditë";"Telemarketing";"Tiranë";"Jeni ne kerkim te nje pune stabel, ne nje ambient profesional e korrekt?
Zoteroni mire gjuhen Italiane?
Keni ambicje per rritje profesionale dhe pozicione pune me paga konkurrues ne treg?

Jeni ne vendin e duhur, ne kompanine qe ofron mundesite e duhura per ju!

Kompania Marketing Group nje kompani stabel ne tregun e punes, e sukseshme ne fushen e telemarketingut , ofron mundesi punesimi ne pozicionin e punes Agjent Retention.

Ofrojme per ju :

Trajnime te paguara
Pagesa me rroge baze dhe bonuse te larta
Leads web
Mjedis pune komod, rinor dhe dinamik
Orare pune 9:00-18:00
Fundjava e lire
Aktivitete argetuese brenda dhe jashte mjedisit te punes


Mund te na kontaktoni ose te dergoni cv-ne tuaj ne adresat me poshte:

Kontakt: 0686078001
E_mail: marketinggroup.al@hotmail.com
Adresa: Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia.

Mirepresim aplikimet tuaja !
";"Marketing Group  ofron mundesi punesimi Agjent Retention";"5641";"http://karriera.al/al/job-inside/5641/marketing-group-ofron-mundesi-punesimi-agjent-retention";" 
Aplikantet kerkohet te plotesojne keto kritere:

Te njohin mire kompjuterin.
Te zoterojne gjuhen italiane ne nivel te larte dhe te duan punen ne grup, te jene ambicioz per arritjen e objektivave individuale.
Te kene disponibilitet te plote , korrektesi me oraret apo detyrat dhe pergjegjesite qe u ngarkohet gjate punes.
 
";"";"92"
"2021-08-05 17:30:26.190388";"";"Kompania Marketing Group operon suksesshem ne fushen e telekomunikacionit duke trajtur argumenta mbi tregun e burses.
Jemi duke zgjeruar stafin tone dhe po kerkojme punonjes mbi pozicionin e punes Operator Apertura & Retention per gjuhen Italiane.
";"Marketing Grup";"e:marketinggroup.al@hotmail.com|w:marketinggroup.al@hotmail.com|t:0686078001";"Full Time";"26 Ditë";"Telemarketing";"Tiranë";"Kompania Marketing Group, nje kompani e sukseshme ne fushen e telemarketingut eshte duke rekrutuar punonjes ne pozicionin Apertura.
Behuni pjese e intervistave qe zhvillohen prane zyrave tona per te qene dhe ju pjese e nje stafi pune profesional, dinamik e ambicioz.

Ofrojme per ju :

Trajnime te pagura
Pagesa konkurrente ne treg
Bonuse te larta
Leads Web
Mjedis komod dhe rinor
Rritje profesionale dhe stimuj motivues mbi performancen individuale
Orare pune 9:00-18:00
Fundjava e lire
Aktivitete argetuese brenda dhe jashte ambjentit te punes

Aplikoni duke na kontaktuar ose derguar cv-ne tuaj ne adresat e meposhtme :

Kontakt: 0686078001
E-mail: marketinggroup.al@hotmail.com
Adresa : Rruga Tafaj, Ndertesa 34, mbrapa Aza Elektronics tek Selvia .

Ju mirepresim!
";"Marketing Group ofron mundesi punesimi ne pozicionin Agjent Apertura";"5640";"http://karriera.al/al/job-inside/5640/marketing-group-ofron-mundesi-punesimi-ne-pozicionin-agjent-apertura";" 
Aplikantet kerkohet te plotesojne keto kritere:

Te njohin mire kompjuterin.
Te zoterojne gjuhen italiane ne nivel te larte dhe te duan punen ne grup.
Te kene disponibilitet te plote, korrektesi ne pune si edhe te jene te gatshem te bashkepunojne per objektivat ne grup dhe ato personale.
";"";"91"
